%Loading Case (lbs)	F0 (lbf)	F1 (lbf)	F2 (lbf)	F3D (lbf)	LVDT (in)	%8/22/202310:56 AM
0.000	0.050	-0.060	0.000	-85.763	0.006
0.000	0.060	-0.067	0.002	-85.898	0.006
0.000	0.050	-0.066	-0.011	-85.853	0.006
0.000	0.047	-0.073	-0.001	-85.905	0.006
0.000	0.042	-0.063	0.001	-85.802	0.006
0.000	0.050	-0.083	-0.001	-85.992	0.006
0.000	0.049	-0.070	-0.003	-85.939	0.006
0.000	0.045	-0.071	-0.007	-85.857	0.006
0.000	0.052	-0.064	-0.002	-85.729	0.006
0.000	0.045	-0.075	-0.011	-85.822	0.006
10.000	1.214	3.900	4.834	-73.796	0.013
10.000	1.213	3.865	4.830	-73.818	0.013
10.000	1.216	3.864	4.841	-73.629	0.013
10.000	1.213	3.900	4.836	-73.790	0.013
10.000	1.213	3.832	4.830	-73.808	0.013
10.000	1.213	3.854	4.839	-73.816	0.013
10.000	1.217	3.906	4.840	-73.717	0.013
10.000	1.220	3.867	4.839	-73.725	0.013
10.000	1.209	3.875	4.841	-73.767	0.013
10.000	1.227	3.821	4.831	-73.756	0.013
20.000	4.588	5.879	10.276	-59.915	0.025
20.000	4.588	5.869	10.275	-59.928	0.025
20.000	4.595	5.886	10.276	-59.740	0.025
20.000	4.601	5.876	10.273	-59.903	0.025
20.000	4.597	5.866	10.271	-59.980	0.025
20.000	4.595	5.884	10.270	-59.776	0.025
20.000	4.588	5.872	10.269	-59.879	0.025
20.000	4.597	5.875	10.265	-59.792	0.025
20.000	4.582	5.883	10.270	-59.970	0.025
20.000	4.589	5.876	10.265	-59.967	0.025
30.000	6.956	8.636	15.203	-47.368	0.035
30.000	6.957	8.637	15.202	-47.336	0.035
30.000	6.956	8.646	15.198	-47.437	0.035
30.000	6.950	8.641	15.204	-47.408	0.035
30.000	6.962	8.645	15.200	-47.396	0.035
30.000	6.966	8.632	15.199	-47.361	0.035
30.000	6.960	8.640	15.194	-47.292	0.035
30.000	6.948	8.644	15.193	-47.414	0.035
30.000	6.954	8.640	15.195	-47.417	0.035
30.000	6.952	8.638	15.193	-47.300	0.035
40.000	9.067	11.892	20.403	-34.375	0.046
40.000	9.071	11.886	20.400	-34.575	0.046
40.000	9.070	11.892	20.405	-34.326	0.046
40.000	9.056	11.885	20.388	-34.443	0.046
40.000	9.067	11.874	20.396	-34.435	0.046
40.000	9.067	11.877	20.400	-34.302	0.046
40.000	9.057	11.886	20.409	-34.389	0.046
40.000	9.051	11.884	20.401	-34.401	0.046
40.000	9.064	11.886	20.397	-34.341	0.046
40.000	9.059	11.895	20.402	-34.333	0.046
50.000	11.762	14.497	25.449	-21.894	0.058
50.000	11.743	14.513	25.443	-21.981	0.058
50.000	11.744	14.517	25.452	-22.213	0.058
50.000	11.757	14.507	25.448	-22.334	0.058
50.000	11.764	14.483	25.443	-22.244	0.058
50.000	11.751	14.506	25.453	-22.273	0.058
50.000	11.741	14.519	25.439	-21.868	0.058
50.000	11.750	14.500	25.458	-22.234	0.058
50.000	11.757	14.495	25.450	-21.984	0.058
50.000	11.754	14.518	25.455	-21.889	0.058
40.000	9.791	11.598	20.648	-30.623	0.052
40.000	9.789	11.584	20.645	-30.454	0.052
40.000	9.790	11.579	20.641	-30.580	0.052
40.000	9.789	11.610	20.646	-30.607	0.052
40.000	9.783	11.592	20.637	-30.747	0.052
40.000	9.777	11.596	20.628	-30.496	0.052
40.000	9.774	11.589	20.642	-30.485	0.052
40.000	9.775	11.622	20.641	-30.681	0.052
40.000	9.771	11.609	20.639	-30.632	0.052
40.000	9.780	11.604	20.630	-30.659	0.052
30.000	6.480	9.327	15.365	-45.881	0.038
30.000	6.472	9.319	15.366	-45.848	0.038
30.000	6.475	9.334	15.365	-45.586	0.038
30.000	6.479	9.325	15.361	-45.631	0.038
30.000	6.474	9.324	15.359	-45.846	0.038
30.000	6.483	9.332	15.359	-45.793	0.038
30.000	6.486	9.330	15.364	-45.962	0.038
30.000	6.480	9.328	15.369	-45.782	0.038
30.000	6.485	9.340	15.364	-45.941	0.038
30.000	6.486	9.341	15.362	-45.916	0.038
20.000	5.034	5.726	10.426	-57.605	0.034
20.000	5.034	5.722	10.424	-57.445	0.034
20.000	5.039	5.732	10.427	-57.558	0.034
20.000	5.035	5.744	10.424	-57.620	0.034
20.000	5.040	5.729	10.433	-57.471	0.034
20.000	5.036	5.720	10.425	-57.546	0.034
20.000	5.031	5.735	10.439	-57.522	0.034
20.000	5.032	5.725	10.419	-57.570	0.034
20.000	5.036	5.734	10.426	-57.421	0.034
20.000	5.038	5.719	10.425	-57.522	0.034
10.000	1.460	3.660	4.891	-73.512	0.021
10.000	1.462	3.670	4.885	-73.426	0.021
10.000	1.464	3.665	4.886	-73.449	0.021
10.000	1.476	3.664	4.893	-73.395	0.021
10.000	1.456	3.660	4.896	-73.495	0.021
10.000	1.468	3.661	4.883	-73.539	0.021
10.000	1.464	3.659	4.883	-73.354	0.021
10.000	1.469	3.662	4.889	-73.476	0.021
10.000	1.472	3.659	4.895	-73.546	0.021
10.000	1.466	3.664	4.883	-73.562	0.021
0.000	0.245	-0.168	0.076	-85.445	0.018
0.000	0.241	-0.170	0.074	-85.563	0.018
0.000	0.242	-0.156	0.071	-85.404	0.018
0.000	0.242	-0.166	0.075	-85.470	0.018
0.000	0.240	-0.178	0.080	-85.323	0.018
0.000	0.241	-0.165	0.073	-85.472	0.018
0.000	0.236	-0.178	0.075	-85.249	0.018
0.000	0.241	-0.164	0.078	-85.197	0.018
0.000	0.240	-0.174	0.082	-85.279	0.018
0.000	0.243	-0.171	0.077	-85.498	0.018
