%Loading Case (lbs)	F0 (lbf)	F1 (lbf)	F2 (lbf)	F3D (lbf)	LVDT (in)	%8/22/202312:36 PM
0.000	-0.012	-0.004	0.005	-84.175	-0.000
0.000	-0.009	0.001	0.002	-84.142	-0.000
0.000	-0.011	-0.010	0.002	-84.077	-0.000
0.000	-0.003	-0.003	0.005	-84.181	-0.000
0.000	-0.009	-0.000	0.003	-84.147	-0.000
0.000	-0.010	0.003	0.007	-84.175	-0.000
0.000	-0.005	-0.006	0.004	-84.111	-0.000
0.000	-0.005	-0.009	0.001	-84.146	-0.000
0.000	-0.016	-0.005	0.002	-84.255	-0.000
0.000	-0.010	-0.015	-0.003	-84.208	-0.000
10.000	2.879	3.514	3.653	-74.556	0.001
10.000	2.876	3.520	3.655	-74.690	0.001
10.000	2.878	3.517	3.668	-74.618	0.001
10.000	2.869	3.520	3.657	-74.546	0.001
10.000	2.878	3.530	3.655	-74.609	0.001
10.000	2.882	3.532	3.660	-74.559	0.001
10.000	2.877	3.539	3.659	-74.806	0.001
10.000	2.883	3.519	3.659	-74.769	0.001
10.000	2.874	3.512	3.664	-74.639	0.001
10.000	2.875	3.523	3.663	-74.740	0.001
20.000	5.763	7.152	7.391	-64.916	0.008
20.000	5.759	7.158	7.390	-64.870	0.008
20.000	5.761	7.162	7.387	-65.020	0.008
20.000	5.764	7.161	7.393	-64.910	0.008
20.000	5.758	7.153	7.376	-65.049	0.008
20.000	5.761	7.144	7.386	-64.796	0.008
20.000	5.759	7.139	7.384	-64.665	0.008
20.000	5.755	7.160	7.378	-64.751	0.008
20.000	5.760	7.149	7.386	-64.938	0.008
20.000	5.761	7.153	7.380	-64.878	0.008
30.000	10.230	9.265	11.344	-53.599	0.016
30.000	10.235	9.256	11.343	-53.513	0.016
30.000	10.230	9.252	11.346	-53.379	0.016
30.000	10.220	9.255	11.342	-53.414	0.016
30.000	10.219	9.263	11.339	-53.315	0.016
30.000	10.241	9.250	11.344	-53.567	0.016
30.000	10.226	9.265	11.346	-53.382	0.016
30.000	10.240	9.259	11.344	-53.411	0.016
30.000	10.227	9.250	11.353	-53.369	0.016
30.000	10.226	9.259	11.340	-53.569	0.016
40.000	15.107	11.134	15.448	-42.406	0.031
40.000	15.107	11.132	15.438	-42.380	0.031
40.000	15.107	11.125	15.440	-42.305	0.031
40.000	15.098	11.131	15.435	-42.376	0.031
40.000	15.107	11.127	15.441	-42.294	0.031
40.000	15.097	11.117	15.434	-42.354	0.031
40.000	15.101	11.126	15.433	-42.355	0.031
40.000	15.100	11.123	15.438	-42.318	0.031
40.000	15.101	11.117	15.441	-42.396	0.031
40.000	15.104	11.126	15.443	-42.198	0.031
50.000	18.716	14.063	19.347	-32.863	0.040
50.000	18.722	14.080	19.353	-32.732	0.040
50.000	18.722	14.069	19.353	-32.921	0.040
50.000	18.719	14.078	19.349	-32.797	0.040
50.000	18.725	14.075	19.354	-32.681	0.040
50.000	18.730	14.066	19.353	-32.743	0.040
50.000	18.725	14.075	19.344	-32.615	0.040
50.000	18.722	14.076	19.351	-32.699	0.040
50.000	18.729	14.074	19.352	-32.618	0.040
50.000	18.724	14.063	19.349	-32.765	0.040
40.000	15.707	10.875	15.699	-39.480	0.036
40.000	15.704	10.869	15.706	-39.519	0.036
40.000	15.706	10.869	15.703	-39.481	0.036
40.000	15.714	10.873	15.703	-39.431	0.036
40.000	15.705	10.866	15.704	-39.710	0.036
40.000	15.713	10.858	15.699	-39.446	0.036
40.000	15.715	10.867	15.692	-39.596	0.036
40.000	15.703	10.854	15.685	-39.600	0.036
40.000	15.701	10.860	15.695	-39.476	0.036
40.000	15.718	10.856	15.689	-39.482	0.036
30.000	10.992	8.729	11.478	-50.479	0.020
30.000	10.996	8.732	11.472	-50.629	0.020
30.000	10.990	8.734	11.477	-50.566	0.020
30.000	11.000	8.731	11.469	-50.639	0.020
30.000	11.001	8.738	11.474	-50.606	0.020
30.000	10.996	8.729	11.479	-50.530	0.020
30.000	10.992	8.735	11.465	-50.514	0.020
30.000	10.999	8.736	11.470	-50.718	0.020
30.000	10.988	8.733	11.472	-50.552	0.020
30.000	10.996	8.732	11.483	-50.661	0.020
20.000	6.287	7.203	7.794	-63.044	0.021
20.000	6.286	7.202	7.779	-62.896	0.021
20.000	6.285	7.204	7.776	-62.849	0.021
20.000	6.286	7.205	7.779	-62.874	0.021
20.000	6.292	7.198	7.784	-63.045	0.021
20.000	6.288	7.195	7.785	-62.945	0.021
20.000	6.288	7.204	7.784	-63.065	0.021
20.000	6.296	7.208	7.796	-62.989	0.021
20.000	6.291	7.208	7.784	-62.995	0.021
20.000	6.284	7.194	7.776	-62.996	0.021
10.000	3.522	3.273	3.924	-72.777	0.021
10.000	3.525	3.281	3.924	-72.777	0.021
10.000	3.526	3.271	3.921	-72.599	0.021
10.000	3.529	3.278	3.925	-72.658	0.021
10.000	3.533	3.272	3.932	-72.752	0.021
10.000	3.535	3.269	3.921	-72.704	0.021
10.000	3.530	3.275	3.924	-72.763	0.021
10.000	3.533	3.280	3.932	-72.844	0.021
10.000	3.532	3.279	3.931	-72.955	0.021
10.000	3.528	3.260	3.930	-72.657	0.021
0.000	0.094	-0.084	0.051	-84.088	0.021
0.000	0.102	-0.080	0.061	-83.866	0.021
0.000	0.101	-0.077	0.054	-83.919	0.021
0.000	0.103	-0.086	0.053	-83.933	0.021
0.000	0.104	-0.085	0.053	-83.989	0.021
0.000	0.097	-0.074	0.060	-83.745	0.021
0.000	0.102	-0.075	0.054	-84.011	0.021
0.000	0.103	-0.076	0.065	-83.870	0.021
0.000	0.094	-0.074	0.055	-83.996	0.021
0.000	0.094	-0.083	0.052	-83.894	0.021
